Ród Smoka odc. 4 | Omawiamy Sezon 2
🔗 https://www.youtube.com/watch?v=lGTyj0MYkS8
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
TN (Tomasz Nowakowski, Ubieram Się na Czarno)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

17:  BFP - Taniec smoków już naprawdę się zaczął.
6147:  GW - No i czy w ogóle cokolwiek z tego będzie?
6149:  GW - I stawiam, że z racji tego, że Aemond jest pierwszy w linii, to nawet jeżeli Aegon będzie żył, to Aemond będzie rządził.
6157:  GW - I jestem ciekaw, co pod jego rządami się tam odwali.
6161:  KMM - Też to obstawiam, że będzie jakiś okres bez królewia czy coś takiego i będziemy mieli regenta.
6168:  KMM - Absolutnie tak.
6170:  KMM - I może będzie wreszcie tak, że Eymont i Alicent zaczną ze sobą razem
6176:  KMM - rządzić i wymieniać się doświadczeniem, ojej to było, i jeszcze do tego Larys i będzie wtedy trójca nie do pokonania absolutnie.
6183:  KMM - No przeciekawie w każdym razie to się rozkłada.
6185:  KMM - Ktoś jeszcze napisał na czacie, że to jest najkrótszy odcinek tego sezonu i to mnie zdumiało, a to tylko pokazuje jaka jest potęga dobrego prowadzenia narracji i utrzymywania tempa narracyjnego.
6197:  KMM - ani razu nie zaglądałem w telefon, ani razu nie przewijałem, nie czułem znużenia, może popłynąłem z tej jednostki w porcie, której nie rozumiałem, natomiast no niestety to przyznaję, że do tego momentu tak bywało, to znaczy czułem znużenie, wyłączałem się, no i tutaj wreszcie tego nie było.
6214:  TN - No mi się odcinek bardzo podobał, w końcu doczekaliśmy się tego, na co czekaliśmy dosyć długo, czyli właśnie walkę smoków, no i wydaje mi się, że też stawka urosła i też mamy taki punkt zwrotny, który już się nie da cofnąć, więc no tylko idzie to w stronę eskalacji, więc możemy spodziewać się tego.
6237:  TN - więcej bitew i mam nadzieję właśnie, bo troszeczkę jednak, jeżeli chodzi o to tempo, no to było, można powiedzieć, że jest nierówne, bo te trzy odcinki mieliśmy takie wolniejsze, trochę więcej narracji, trochę więcej właśnie dialogów i nagle jest dużo akcji pod koniec czwartego odcinka.
6254:  TN - Ja mam nadzieję, że właśnie
6255:  TN - że ten sezon już jest na jakimś pułapie i że on z powrotem nie spadnie na jakieś wolniejsze dialogi i budowanie znowu postaci.
6269:  TN - Więc mam nadzieję, że po prostu będzie się działo w następnych odcinkach.
6274:  BFP - Ja chcę zaznaczyć, że cieszę się, że my wreszcie, i to wliczam tak, że wszystko co widzieliśmy w czasie gry o tron, której to Pieśń Lodu i Ognia, Taniec Smoków jest jedną z książek, wreszcie widzieliśmy naprawdę Taniec Smoków.
6290:  BFP - Nie.
6291:  KMM - Jeszcze nie?
6294:  TN - Jest różnica między Tańcem Smoków, a Tańcem ze Smokami.
6297:  TN - Książka to Taniec ze Smokami, a Taniec Smoków to jest to wydarzenie, o którym teraz rozmawiamy.
6303:  KMM - Okej.
6303:  KMM - Chodzi mi o... A to nie jest kwestia tłumaczenia polskiego?
6307:  BFP - To obstawiałem.
6312:  BFP - Wydawało mi się, że ta książka nazywała się Dance of Dragons.
6317:  BFP - A masz rację.
6317:  BFP - A Dance with Dragons.
6318:  BFP - Masz rację.
6319:  BFP - Taniec ze smokami.
6320:  BFP - A, czyli jednak.
6321:  KMM - Masz rację.
6322:  KMM - Faktycznie.
6322:  BFP - Ja też źle pamiętałem.
6323:  BFP - Kompletnie.
6324:  BFP - Okej.
6325:  KMM - To jest... Nie, po prostu ja z intuicji nie obstawiam, że tłumacz... To jest case z rodzaju kapitularz Dune'ą.
6330:  KMM - Ja intuicyjnie obstawiam zawsze, że tłumacz się mylił w polski, bo to z tłumaczami wiecie jak jest.
6337:  TN - Nie obrażajmy Michała Jakuszewskiego, on jest bardzo dobrym tłumaczem.
6341:  BFP - Przepraszamy.
6342:  BFP - Przepraszamy za Krzysztofa.
6344:  BFP - Krzysztof, ty wywołałeś!
6346:  BFP - To jest jak śmiesz!
6349:  KMM - Ty to wywołałeś!
6350:  KMM - Ja się tylko podpiąłem konformistycznie.
6353:  BFP - Ja tylko ogółem przepraszam.
6356:  BFP - No ale chciałem powiedzieć, że cieszę się, że widzimy taniec smoków, tak dosłowny taniec smoków, bo ostatnim razem widzieliśmy go, a właściwie nie widzieliśmy, w bitwie o Winterfell, gdzie wszystko to działo się w nocy, na ciemnym niebie i ze wszystkich rzeczy, których nie widziałem w tym odcinku, tego nie widziałem najbardziej.
6374:  BFP - Nie wiem, czy pamiętacie to?
6376:  TN - Pamiętam, tak, wszyscy to pamiętają.
6378:  BFP - No to dobrze, to się bardzo cieszę.
6380:  BFP - Panowie, mogę nam tylko życzyć, żeby kolejny odcinek, piąty, utrzymał ten poziom.
6386:  BFP - Tu nie chodzi o to, żeby działo się w nim tak wiele.
6389:  BFP - Nie chodzi o to, żeby był tak epicki i spektakularny.
6392:  BFP - Ale przepraszam, dlaczego Krzysztof został zamrożony w bardzo śmiesznej pozie?
6396:  BFP - Czy mi się zdaje, czy Krzysztof zamroził się w wiecznym śmiechu?
6400:  BFP - Krzysztof, który kiśnie, Krzysztof tak skism, że zniknął.
6405:  BFP - Teraz już wrócił.
6406:  BFP - Dobra, to było bardzo zabawne.
6410:  BFP - Krzysztof, byłeś zamrożony.
6412:  BFP - Ja wiem, my nie wiemy, co się stało, ale to było bardzo śmieszne.
6417:  BFP - Byłeś zamrożony w wiecznym kiśnięciu.
6419:  BFP - Ktoś rzucił na ciebie spela wiecznego kiśnięcia i ty wiesz, że nigdy nie przestaniesz i nigdy się nie ukisisz ostatecznie.
6426:  BFP - Anyway, liczę na to, że piąty odcinek...
6433:  BFP - Już zawsze zostaniesz małosolnym.
6436:  BFP - Myślę, że piąty odcinek będzie testem dla nas i dla twórców, żebyśmy zobaczyli czy są w stanie powiedzieć makao i po makale.
6449:  BFP - bo nie chciałbym, żebyśmy wrócili zupełnie na stare tory, tylko jeżeli doszło do takiej eskalacji, no to trzeba jakoś podtrzymać te emocje.
6455:  BFP - Tylko ponownie, emocje wcale nie oznaczają kolejnej bitwy, nie oznaczają kolejnej walki smoków, tu chodzi po prostu o podtrzymywanie tych emocji.
6462:  BFP - Właśnie zginęła jedna z ważniejszych postaci w tym serialu, a zauważcie, że jak do tej pory, ten serial był znacznie bardziej wyrozumiały i oszczędny w zabijanie bohaterów, niż Gra o Tron, bez porównania.
6474:  GW - No to się już skończyło chyba.
6475:  KMM - Właśnie o to mi chodzi, że mam nadzieję, że to się już skończyło, że mam nadzieję, że teraz... No tylko, że znowu będę teraz diabełkiem kolonijnym, który przypomni, że w Grze o Tron cały fenomen polegał na tym, że myśmy się przez 7, 8, czasem 16, czasem 34 odcinki oswajaliśmy z postacią, która była bardzo lubiana i potem nagle Red Wedding, Purple Wedding, Oberyn Martell i tak dalej, nie?
6499:  KMM - A tutaj co?
6500:  KMM - Zginie postać, to została prowadzona trzy odcinki temu, a ty jeszcze nie nauczyłeś się odróżniać Renys od Renyry i będziesz mieć takie... No spoko.
6510:  KMM - Więc tu bym był z tym ostrożny i myślę, że to jest rzeczywiście dobry moment, że akurat Rhaenys w tym momencie zginęła, bo rzeczywiście, po pierwsze przyzwyczailiśmy się do tej postaci, znamy już ją od półtora sezonu.
6521:  KMM - W związku z powyższym rzeczywiście ta jej śmierć rezonowała.
6524:  KMM - Ale szczerze, jeżeli by na przykład mi wykitował któryś z tych nowych aktorów grających, starych aktorów, to ja miałbym takie, a okej, spoko, let's go.
6533:  KMM - Oh no, anyway.
6534:  BFP - Ruth Smoka nie zabijał nam bohaterów, ale jednocześnie nami zabierał.
6538:  BFP - Zabrał nam na przykład Ali Milcock, Millie Alcock.
6542:  BFP - Więc tak, straciliśmy bohaterki poniekąd.
6547:  BFP - Ale wróciła.
6548:  BFP - Teraz wróciła w retrospekcji.
6549:  BFP - Tak, tylko po to, żeby stracić głowę.
6552:  BFP - Więc tak, poetic justice.
6555:  BFP - Kochani, jako że jest was w tym momencie 2400, to jest jakiś rekord, to chciałbym, żebyście wysłuchali mojego krótkiego apelu.
6563:  BFP - Tak się właśnie traci uwagę, kiedy się mówi, mam dla was apel.
6566:  BFP - Słuchajcie, są tutaj ze mną przewspaniali goście.
6570:  BFP - Ludzie, którzy są także mi bliscy prywatnie i których kanały ja również obserwuję, śledzę i które bardzo wam polecam.
6578:  BFP - Dlatego zachęcam was bardzo serdecznie.
6581:  BFP - W opisie pod filmem macie trzy linki.
6583:  BFP - Dwa są zaszyte w nazwiskach Grzegorza i Krzysztofa.
6586:  BFP - Jeden jest linkiem prowadzącym do fanpage'a.
6588:  BFP - Ubieram się na czarno, bo jestem z Nocnej Straży, czyli to jest fanpage Tomka.
6592:  BFP - Proszę, obserwujcie fanpage Tomka.
6595:  BFP - I proszę subskrybujcie kanały Okiem Dewa, czyli Grzegorza i Krzysztofem Maj.
6600:  BFP - Ale nie po prostu klikając subskrybuj, tylko także klikając dzwoneczek i wybrając wszystkie powiadomienia.
6605:  BFP - Panowie, bardzo szybko, czego można się spodziewać teraz na waszych kanałach?
6608:  BFP - Krzysztof może powiedzieć o swoim ostatnim materiale, który jest dość ważny.
6613:  KMM - Nie chcę ci zepsuć teraz zasięgu dla tego materiału, bo tam się pojawia słowo kluczowe, ale powiedzmy, że to jest materiał o tym, jak kobiety nie powinny pomagać innym kobietom i czym jest zły feminizm.
6624:  KMM - A niebawem będą na pewno moje jakieś opinie na temat The Boys.
6630:  KMM - Przynajmniej do tego się szykuje, więc za jakieś dwa tygodnie można się tego spodziewać.
6634:  KMM - A w międzyczasie planuję coś o motywacji wewnętrznej, ale to dopiero się muszę do tego wewnętrznie zmotywować.
6641:  KMM - Grzegorzu, u ciebie?
6644:  GW - No to u mnie na kanale jak zwykle znajdziecie najnowsze informacje ze świata gier, krótki feliaton o tym, co determinuje sukces gry jako usługi oraz relacje z ZTGK w Łodzi, które się odbyło w tym roku.
6660:  GW - A poza tym to będę chyba gościł u ciebie, bo jutro nagrywamy...
6663:  GW - W czwartek nagrywamy, także trochę tego będzie.
6667:  BFP - Dziękuję, że będziesz gościł tyle na bez schematu, bo myślę, że będą dość epickie dyskusje.
6673:  BFP - Tomku, czego jeszcze się spodziewać u Ciebie poza porcją dobrych, zdrowych memów i życiodajnej wiedzy na temat?
6681:  TN - Na fanpage'u i na TikToku na pewno właśnie można się spodziewać wszystkiego związanego z odcinkiem, również rzeczy, których tutaj nie powiedziałem, więc myślę, że warto obserwować, bo dużo się można dowiedzieć.
6696:  BFP - A to, że Tomek jest przeklęty wiedzą, to już wiecie doskonale.
6701:  BFP - Dziękuję wszystkim, którzy nas dołączyli.
6703:  BFP - Mam nadzieję, że będziecie do nas dołączyli tak licznie, także w kolejnych tygodniach, bo to zawsze nas motywuje do tego, żeby posiedzieć dłużej, żeby rzucić jeszcze głupszy żart, żeby pochwalić jeszcze bardziej wiedzą, której się nie posiada w moim przypadku, a w przypadku Tomka, którą się rzeczywiście posiadło.
6716:  BFP - Dziękujemy wam bardzo, życzymy dobrej nocy i do następnego za tydzień.
6720:  BFP - Dziękuję panowie.
6721:  TN - Dzięki.
