Dlaczego AKOLITA jest tak ZŁY?
🔗 https://www.youtube.com/watch?v=A4nbDZSWiHA
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
ML (Michał Lipiński, Ponarzekajmy o Filmach)

41:  BFP - Wiecie po czym poznać prawdziwych przyjaciół?
5531:  BFP - Gdyby tylko dać szansę na to, że ona na przykład coś odkrywa, dzięki temu, że ona założyła ten hełm, że ona na przykład uwalnia jakąś moc, że cokolwiek, no... Ciri jest znacznie ciekawiej przedstawiona z tej perspektywy, kiedy odkrywa swoje moce albo kiedy jest właśnie źródłem w sadze, kiedy jakaś moc przez nią mówi i wszyscy są na jej tropie.
5551:  BFP - Zobaczcie, wszyscy...
5552:  BFP - Wszyscy chcą zdobyć Syrii jedni ze względów politycznych, inni ze względów właśnie na to jaką mocą dysponuje albo właśnie to, że jest źródłem.
5561:  BFP - No przecież tyle było tutaj potencjału, już nie mówiąc o tym, że był nawet potencjał na dobry plot twist, który sprawiłby, że my od początku sądziliśmy, że May to May, a Osha to Osha, zobaczylibyśmy odcinek retrospektywny i okazałoby się, że to ta druga się wydostała stamtąd.
5576:  BFP - A ta pierwsza, która chciała wyjść z tego chorego zakonu totalitarnego i zostać Jedi, jest tą, która teraz jest Sithem, która się mści.
5584:  BFP - To byłoby ciekawsze.
5586:  ML - Nawet jeszcze jedna rzecz na samym początku, bo serial się trochę zaczyna z perspektywy, że my nie wiemy, że są siostry i ta jest niesłusznie oskarżona, nie?
5594:  ML - I tam się dosłownie... I myśl trochę taki Tommy Lee Jones wściganym, że ona musi uciec, ci Jedi myślą, że to ona, to jej bliźniaczka.
5603:  ML - I tak naprawdę to się wszystko wyjaśnia jeszcze chyba w pierwszym czy na początku drugiego odcinka.
5606:  ML - Tak.
5607:  ML - I w zasadzie ta dobra niby, czyli Osha tam chodzi z nimi trochę tak, no dobra, to ja pójdę z wami.
5613:  ML - Tak oni... Jest tyle wątków w tym serialu, że oni sobie wrzucają coś potencjalnie jak z jakiegoś właśnie kryminału, jakiegoś filmu policyjnego, jakiegoś tam właśnie ściganego czy coś.
5623:  ML - I rozwiązują... Ściąganego.
5624:  ML - Tak.
5625:  ML - I rozwiązują to w trzy sekundy, nie?
5627:  ML - I tak... I wątek staje się takim, no dobra, to ja się będę z wami kręciła, nie?
5630:  ML - Takie, czemu?
5631:  ML - Okej, no to ten... I potem tylko to zmienianie stron wchodzi, więc jakby ktoś to wszystko przemyślał od początku dobrze, zrobił albo, albo rashomonowe, czyli że rzeczywiście
5641:  ML - Pokazali nam jedną wersję historii, potem na koniec, bo wy dużo mówiliście, że dobrze byłoby oglądać z perspektywy Sola i to jest dobry instynkt, bo Sol był po prostu względnie najciekawszą postacią.
5652:  BFP - I najbardziej sympatyczną.
5654:  ML - Tak, ale można by zrobić jeszcze inaczej, czyli żebyśmy my w ogóle nie wiedzieli, że on coś zrobił nie tak i właśnie na koniec mieć taki twist, że o kurwa, polubiłem go przez 7 odcinków, a on tam pomordował jej rodzinę.
5666:  ML - Tylko, że tego też nie ma, bo my w drugim odcinku widzimy, że każdy z tych Jedi czuje się winny do tego stopnia, że Torbjörn popełnia samobójstwo.
5678:  ML - Więc my po prostu wiemy, że dobra, coś się odjebało te 16 lat temu, więc jakby my to wiemy po prostu, tak?
5682:  ML - Oni tutaj wszystkie karty przed nami odkrywają, nie mówią dokładnie co się stało.
5686:  BFP - W ogóle, jak o tym powiedziałeś, to...
5688:  BFP - Od razu powiem ci, Torbin jest gościem, który nosił poczucie winy przez lata, a on tylko chciał się wydostać z tamtej planety, a on tylko chciał wrócić do domu.
5697:  BFP - Nic nie zrobił, jeszcze manipulowała mu w głowie jedna z tych wiedźm, czyli ich matka.
5702:  BFP - I żebym dobrze zrozumiał, Torbin miał wielkie poczucie winy i dlatego spędzał dnie spokojnie, medytując sobie, słuchając muzyczki, to, to leciało mu w głowie.
5712:  ML - A swoją drogą, to oni w ogóle, czy on, czy ten Wookiee Jedi, czy oni w ogóle w tym momencie to już nie podlegają zakonowi?
5718:  ML - On sobie może tak medytować przez 16 lat?
5721:  ML - Niech tam jakiś Yoda nie przyjdzie... A to co, on medytował przez 16 lat?
5724:  S02 - Bo ja... Tak, coś tam mówili, że on tam długo medytował.
5728:  ML - Oni tam go w tym czasie awansował, to jest taki, wiecie, on tam failing upwards.
5734:  KMM - Tak, Yoda mu dawał podwyżki i punkciki gratis za artykuły naukowe.
5740:  ML - Punkciki dostawał od szesnastu lat medytujemy.
5742:  BFP - To tak, Torbin medytuje przez szesnaście lat.
5745:  ML - Ja nie wiem, ale tak rozumiem.
5747:  BFP - Torbin medytuje i lewituje przez szesnaście lat.
5750:  BFP - Broda mu wyrosła, sztuczna.
5753:  BFP - Czeka, aż pojawi się May.
5755:  BFP - May przychodzi, dzwoni, w sensie rzuca nożami, nie zorientował się.
5759:  BFP - Potrzebuje jeszcze jednego dnia, żeby dojść do siebie.
5763:  BFP - Widzi May, zlatuje na dół, otwiera oczy i mówi, o, May, jesteś, chciałem powiedzieć sorry.
5769:  BFP - I umiera.
5770:  BFP - Czy ja dobrze rozumiem, że on czeka, żeby powiedzieć sorry i umrzeć?
5773:  ML - To ten wątek napisał człowiek.
5776:  ML - I wziął za to pieniądze.
5776:  ML - Tak.
5778:  BFP - To pokazuje, nie, że mamy złych scenarzystów, tylko że scenarzyści zarabiają za mało i mają złe warunki pracy.
5784:  BFP - Bo nie wierzę, że Torbin nie jest jakąś metaforą życia scenarzysty w tym wypadku.
5789:  BFP - Kimś, kto kurwa wisi przez 16 lat i w końcu chce powiedzieć przepraszam i jednąć z trucizny.
5794:  KMM - Czeka, aż przyjdzie Kathleen Kennedy, czeka przez 16 lat w swoim kubiku, przychodzi Kathleen Kennedy i mówi, nienawidzę ci cysuko i wypija arszenik.
5803:  KMM - To byłoby możliwe całkowicie.
5806:  KMM - Jestem w stanie w to uwierzyć, ale jeszcze jak mówimy o alternatywach, to uświadomiłem sobie jedną rzecz.
5811:  KMM - Przecież jeżeli mamy cały czas te dwie siostry, które tak naprawdę nie są siostrami, więc powiedzmy, że to są siostry siamskie w mocy, które to mogą być jedną osobą, tak?
5823:  KMM - Dwie strony jednej monety, yin i yang, pięknie.
5826:  KMM - To dlaczego w tym serialu nie ma plot twistu takiego, że tak naprawdę oglądaliśmy cały czas jedną osobę?
5831:  KMM - Tylko ona była w różnych miejscach i to było wszystko wow, tak?
5836:  KMM - I w ten sposób mielibyśmy... Albo w różnym czasie.
5838:  KMM - W różnym czasie.
5840:  KMM - No wszystko możesz zrobić, nie?
5842:  KMM - Bo cały czas zwodzisz widza i jest dramatic irony, ulubiona figura Filipa i wtedy zauważcie, że mamy...
5852:  KMM - całkowite ucieleśnienie tej idei, że moc ma tak naprawdę dwie strony i mamy jednego człowieka, który faktycznie ucieleśnia te dwa aspekty w sobie i wiecie co, ja wtedy już mógłbym kupić to, że rzeczywiście taka istota byłaby potężniejsza od Anakina, bo Anakin tego nie umiał.
5869:  KMM - I super, to by mnie przekonało, nie trzeba byłoby mi tłuc do głowy cały czas, że ale posłuchaj, posłuchaj Krzysztof, pamiętasz te rzeczy z oryginalnych Gwiezdnych Wojen, no to teraz twój ulubiony bohater nie jest już twoim ulubionym bohaterem, teraz jest lepszy.
5883:  KMM - A dlaczego jest lepszy?
5883:  KMM - Nie, nieważne, bo ja ci mówię, bo ja tak serwuję.
5886:  KMM - I to jest strasznie smutne, bo potencjał był właśnie na to, żeby coś takiego pokazać, ale to by trzeba było zrobić od samego początku.
5896:  ML - Kolejny pomysł na ten serial, w obrzeżach tego co zrobili, tylko pięć razy lepszy.
5902:  ML - W sensie, że w ogóle cokolwiek tu się działo.
5904:  BFP - Ja tylko chciałem jeszcze na koniec zauważyć jak bardzo raziło mnie w tym serialu Szczucie Cycem.
5912:  BFP - Naprawdę, szczucie męskim cycem.
5915:  BFP - Dwie sceny, które kompletnie niewiele wnosiły, w których chodziło o to, żeby pokazać przystojnego aktora z wyrzeźbioną klatą.
5924:  BFP - Jeden z nich coś miał do powiedzenia, ale to nie miało sensu.
5927:  BFP - Drugi z nich nic nie miał do powiedzenia.
5929:  BFP - I zastanawiam się, jakie to ma zastosowanie albo jaki to ma cel.
5934:  ML - W sensie... A widzieliście tą wersję z tym lektorem czytającym audio description?
5942:  ML - Nie?
5943:  ML - Nie.
5943:  ML - Bo to tam parę osób na YouTubie stosowało tych amerykańców.
5946:  ML - Popatrzcie sobie znaleźć, jak ta scena wygląda, jak on się rozbiera i jest w ogóle taki... Nie wiem, czy coś tam... Generalnie ta scena jest... Ja teraz zobaczyłem, że ty mógłbyś być lektorem, ty bardzo ładnie to powiedziałeś, chyba że ty się przygotowałeś na to spotkanie i ryłeś, czekając na dobry moment, aż będziesz mógł błysnąć.
5969:  ML - Nie, to był improv i to nawet błędny, bo jeszcze nie pamiętam.
5971:  ML - Ale ta scena... Sprawdźcie scenę.
5973:  KMM - Muszę to zobaczyć.
5974:  KMM - I jeszcze, wiecie co?
5975:  KMM - I jeszcze muszę zobaczyć z audiodeskrypcją moment, w którym Darth Plagueis się poekazuje, bo swoją łapką macha.
5981:  KMM - Muszę to zobaczyć, tak.
5982:  KMM - To byłoby wspaniałe, absolutnie.
5984:  KMM - Ja kiedyś... Wiecie, co jest zabawne?
5986:  KMM - Ja kiedyś, ale to nie był ten serial, ale kiedyś włączyłem serial z audiodeskrypcją przez przypadek i zorientowałem się dopiero po 20 minutach, że coś jest nie tak.
5996:  KMM - Tak Krzysztof ogląda filmy.
5998:  KMM - Ale było lepiej czy gorzej?
6000:  KMM - Widzisz co, dziwniej na pewno, ale nie wiedziałem co się dzieje.
6003:  ML - Ale może to jest właśnie sposób, żeby oglądać tego.
6007:  KMM - Ja tak będę oglądał Rings of P***, na pewno.
6011:  KMM - Tego jestem pewien.
6013:  KMM - Zresztą podobno dropnął właśnie sezon, znaczy z wyjazdem drugiego sezonu w trakcie naszej rozmowy, więc moi drodzy, wiecie co zrobić tuż po.
6022:  BFP - Zawsze jak blipujesz, nie wiem, co masz na myśli.
6024:  BFP - Może ci chodzi o Rings of Papamobil albo coś innego.
6026:  BFP - Ja nigdy nie mam pojęcia, co ty masz na myśli.
6030:  BFP - Ja powiedziałem, że ten serial, mówię to o Akolicie, to nie jest poziom Obi-Wana.
6035:  BFP - Obi-Wan był fatalny, ale Akolita miał... Znaczy nie, no Obi-Wan też miał potencjał, ale Akolita to jest dla mnie poziom Rings of Power.
6042:  BFP - Naprawdę.
6042:  BFP - Znaczy to, jeżeli chodzi o idiotyzm scenariuszowy.
6044:  BFP - Ja patrzę z perspektywy Michała.
6046:  BFP - W sensie,
6047:  BFP - Nie przeszkadza mi kanon albo nie przeszkadza mi niespójności w kanonie.
6054:  ML - Mam 7 IQ, jestem debilem, ADHD, go!
6057:  ML - I mówię to głosem, jedy!
6058:  BFP - W każdym razie nie da się, znaczy nie lubię seriali, które traktują widza jak debila, ale to jeszcze takie, które szczują cię pewnymi
6068:  BFP - przekonaniami może twórczyń.
6070:  BFP - Niektórzy to nazywają agresywnym feminizmem czy ekstremalnym feminizmem, co dla mnie nie ma sensu, bo to jest raczej źle rozumiany feminizm.
6077:  BFP - Dla mnie to jest po prostu ukazywanie bohaterek, postaci kobiecych, które są niewystarczająco ciekawe,
6084:  BFP - albo przerysowane w taki sposób, że tracimy do nich sympatię.
6088:  BFP - I to jest moim zdaniem największy problem tego serialu, bo potencjał, potencjał był i w założeniach, potencjał był w koncepcie i nawet był potencjał w tym, jaki pomysł mieli na choreografię, jaki pomysł mieli na to, żeby wyłączać miecze świetlne i tak dalej, a mimo to...
6103:  KMM - To było ciekawe.
6103:  KMM - O tym nie powiedzieliśmy.
6105:  KMM - Ale za to nie powiedzieliśmy również o kuriozalnej rzeczy, to znaczy o tym, że krwawienie mieczem świetlnym, które jest prowadzone w Nowym Kanonie, więc muszę o tym powiedzieć na wszelki wypadek, tutaj zostało też zrobione idiotycznie, bo jest niezgodnie ze Stanym Kanonem i z Nowym Kanonem, ponieważ w Nowym Kanonie to był rytuał.
6121:  KMM - To jest jedna z rzeczy, które zrobił Davide na Mustafarze.
6125:  KMM - I to trwało.
6126:  KMM - I on sobie z tym nie radził.
6127:  KMM - Ale o co chodzi z krwawieniem z mieczem świetlnym?
6131:  KMM - Filip, bo nie rozumiesz.
6133:  KMM - Zielony i niebieski jest dobry.
6136:  KMM - Jak jesteś zły, to kryształ czuje, bo kryształ jest żywy i kryształ czuje, że on chce zrobić ziazi, więc ja się czerwię nie ze wstydu.
6150:  KMM - I w ten sposób krwawi się miecz świetny i robi się czerwony.
6154:  KMM - Byłbyś strasznym ojcem, przepraszam, musiałem tylko to powiedzieć.
6157:  KMM - W 2017 roku to zostało wprowadzone, ale to jeszcze, ja jeszcze to, i tak się z tego śmiałem, ale to jeszcze jak było rytuał, to było okej, tak?
6163:  KMM - Rytuał, rozumiem, magia, whatever.
6166:  KMM - Natomiast tutaj to nie jest rytuał, tutaj po prostu świetlówka zmienia kolor, ponieważ ona dotknęła tego miecza i miecz miał taki fast forward nagle, to znaczy przekomputował szybciej, że ona jest sifem, bo ona się stała sifem, w związku z powyższym zmienił ten kolor szybciej.
6181:  KMM - Więc tak, bo oryginalnie były różne inne idee, że Sithowie wykradali kryształy Jediom, albo że tworzyli syntetyczne i stąd ten czerwień.
6191:  ML - Nie mieli dostępu, więc...
6193:  KMM - I to się jakoś łączyło z tym wszystkim, chociaż i tak wszyscy wiemy, że trzeba to traktować z przymrużeniem oka, ponieważ jak Samuel Jackson, słynna sprawa, tak spytali go, jaki ma mieć kolor mieczośmiennego, on powiedział, że chce fioletowy, no i potem trzeba było wymyślić do tego cały lore.
6208:  KMM - Ale wiecie, jak już zostało wymyślone to lore, no to potem...
6213:  KMM - Jeżeli już to zmieniamy, to chociaż bądźmy konsekwentni w tych zmianach.
6216:  KMM - Oni nawet nie są konsekwentni w tych zmianach.
6219:  KMM - Ja cierpię w ten sposób.
6221:  KMM - Zresztą właśnie, Chayenescu pisze, że moment, jak Wawel krwawi swój kryształ po mixach jest świetny.
6225:  KMM - I usłyszałem to od fanów, zaakceptowałem to, więc jestem otwarty.
6229:  KMM - Ale otwarcie mojego umysłu
6232:  KMM - ma w którymś momencie granicę i tą granicą jest to, jak w serialu Star Wars Vision dosłownie jest scena, jak bohaterowie przerzucają sobie z rąk do rąk miecz świetny i on zmienia kolor w trakcie.
6244:  KMM - A tak, tak.
6246:  ML - Ja nie oglądałem, ale w jednej z recenzji widziałem, że od razu do tego nawiązali.
6250:  ML - Tak.
6252:  KMM - I ludzie wtedy mówią, że to jest niekanoniczne.
6253:  KMM - Ja powiedziałem, aha, zobaczymy.
6255:  KMM - We shall see.
6256:  KMM - No i zobaczyliśmy.
6259:  BFP - Nie życzę, żeby wam krwawił miecz.
6261:  BFP - W każdym razie, chciałem tylko powiedzieć, że nie chcę widzieć drugiego sezonu Akolity i chciałbym, żeby to był jakiś punkt przełomowy, bo trzeba spojrzeć jednak na reakcję.
6271:  BFP - I to naprawdę, to nie są reakcje ludzi, którzy wszędzie chcą doszukiwać się woke i potrzebują contentu do tego, żeby robić kolejne i kolejne treści na YouTubie, a Akolita był pod tym contentem wdzięczny.
6283:  BFP - Nie, to jest po prostu...
6285:  BFP - Bardzo źle napisany serial, który kpi z inteligencji widza, czasem kpi z kanonu, a przez dużą część czasu pokazuje nadmiernie pewne siebie zadufane autorki, autorkę przede wszystkim Leslie Hedlund, która wydaje mi się w jakiś sposób rzeczywiście może przelewać swoją osobowość także na postaci, które są napisane i przedstawione w tym serialu, które właśnie są zadufane, aroganckie, gotyczne i nieprzejednane.
6309:  BFP - Liczę na to, że dostaniemy drugi sezon Andorra jak najszybciej i zmieni to całkowicie nasze spojrzenie obecnie na stan telewizyjny Gwiezdnych Wojen, ale wszystkim, którzy kochają Gwiezdne Wojny albo przynajmniej lubią i to kieruję do ciebie Michale przede wszystkim, mówię do not fret, children, nie bójcie się, nie lękajcie, albowiem istnieją gry ze świata Star Wars, które są świetne.
6336:  BFP - Mamy Jedi Survivor, mamy Jedi Fallen Order, mamy kapitalnego Kotora, mamy Jedi Outcast, mamy masę fantastycznych... Masę naprawdę fantastycznych gier, które to gry bardzo często ze znacznie większym... Nie, Filip.
6353:  KMM - The Old Republic.
6354:  KMM - Przepraszam najmocniej.
6355:  KMM - Oczywiście Kotor i Star Wars Empire at War.
6359:  KMM - Kultowa strategia.
6360:  KMM - Świetna RTS.
6362:  KMM - Absolutnie.
6364:  BFP - Nie powiem Battlefront, bo to wstyd trochę.
6367:  KMM - Podobno, podobno, w końcu ta gra już jest grywalna i działa, ale ja się skrzywiłem tylko na Jedi Survival, ponieważ tam została złamana zasada, że Jedi się nie tyka brzydliwego blastera.
6381:  KMM - Jak?
6382:  KMM - Natomiast tutaj kazano grać z blasterem i to było odrażające.
6387:  BFP - Drodzy, bardzo wam dziękuję za Rose, który był i tak niezwykle kulturalny, pełen ciekawych dygresji, spostrzeżeń na temat korporacjonalizmu w tworzeniu rzeczy, które są święte dla dużej rzeszy ludzi, czyli dla fandomu.
6402:  BFP - na temat nasączania ideami bądź ideologiami dzieł kultury i na temat krwawienia mieczy.
6412:  BFP - Dziękuję wam bardzo.
6413:  BFP - Dziękuję wszystkim, którzy dzisiaj do nas dołączyli i na temat dziewic.
6417:  BFP - Wszystkim, którzy nas dołączyli, którzy z nami dyskutowali.
6421:  BFP - Chciałem wam naprawdę podziękować, wam dwóm, bo wy byliście tak niestrudzeni jak Leslie Hedlund ze swoimi postaciami w Akolicie, żebym w końcu obejrzał ten serial.
6430:  BFP - I zrobiłem to.
6431:  BFP - I naprawdę dostawałem wiadomości od Krzysztofa co dzień, czy oglądasz już akolitę?
6436:  BFP - Czy oglądasz już akolitę?
6437:  BFP - Michał podczas naszej rozmowy o The Boys śpiewał piosenki, żebym tylko zaczął oglądać.
6443:  BFP - Mówił, masz to obejrzyj, masz to obejrzyj.
6444:  BFP - W końcu obejrzałem.
6446:  BFP - Jestem przez to uboższy intelektualnie, straciłem duchowo, mam problemy z krążeniem, ale dziękuję.
6455:  BFP - Dziękuję wam bardzo.
6457:  KMM - Widzisz, jak zacznie ci krwawić miecz, to nie będziesz mieć problemów z krążeniem.
6461:  BFP - Jeżeli będzie ci krwawić miecz, to wiesz, że możesz mieć pretensje do przyjaciół.
6465:  BFP - Dziękuję wam bardzo serdecznie i pamiętajcie, bo jest z was 915 osób jeszcze.
6470:  BFP - Kochani, tam na dole w opisie są dwa kanały.
6473:  BFP - Kanał autorski Krzysztofa M. Maja, który wypuścił bardzo ważny film, bardzo ważny film o motywacji i o tym, co nas motywuje wewnętrznej i zewnętrznej.
6483:  BFP - Naprawdę uważam, że każdy powinien obejrzeć ten film.
6485:  KMM - Co nas motywuje do oglądania Akolity na przykład?
6488:  BFP - Musiałeś to zepsuć.
6490:  ML - Ja czekam na drugi sezon, ja się cieszę.
6495:  BFP - No bo ty potrzebujesz contentu, ale nie, ty i tak zawsze masz content.
6497:  ML - Ale nawet tak for fun, w sensie tak dla hatewatchingu, no takiego, nie wiem, lubię to.
6504:  BFP - I dlatego polecam wam po narzekajmym filmach, to jest kanał Michała Lipińskiego, który tutaj za mi siedzi.
6509:  BFP - Zachęcam, żebyście śledzili jego recenzję, bo nikt szybciej w Polsce nie przygotowuje recenzji.
6515:  BFP - Ja wiem, że już w tym czasie, kiedy dyskutowaliśmy, Michał wrzucił dwie kolejne recenzje i obejrzył trzy seriale, więc tak.
6522:  BFP - Dziękuję wam drodzy.
6523:  BFP - Dobrej nocy.
6524:  BFP - Aha!
6524:  BFP - I zapraszam wszystkich, którzy mają ochotę i mają czas teraz na stream Zeldyn Ringa, który odbędzie się o 22 na kanale Bez Życia.
6531:  KMM - Pa, pa.
6532:  KMM - Niech szmoc będzie z wami, a dobre hitboxy z Filipem.
