Krzysztof M. Maj - szczęśliwy jak JAMNIK || W sumie ciekawi ludzie @KrzysztofMMaj
🔗 https://www.youtube.com/watch?v=yzBa4XN-e8w
SR (Szymon Rusnarczyk)
KMM (Krzysztof M. Maj)

0:  KMM - Ja mam złą pamięć, ale chyba ja już po tę książkę w tej jaskini raz chodziłem.
5205:  SR - Jest jedno pytanie, które mi nasunąłeś, po prostu idealnie tak mi pod nos podsunąłeś.
5209:  SR - Powiedziałeś słowo niuchacz.
5211:  SR - I ja zapomniałem zadać pytanie, które jest najważniejsze tutaj.
5214:  SR - Dlaczego jamniki to są najcudowniejsze stworzenia?
5218:  KMM - Wiesz co, one są najoryginalniejsze pośród wszystkich psów i to jest chyba to, co mnie zawsze najbardziej w nich cieszyło, to są takie koty pośród psów, indywidualiści, nie dadzą sobie wejść na odcisk, zawsze się odwarkną, ale w inteligentny sposób, złośliwy.
5233:  KMM - To są złośliwe psy rzeczywiście, ale w taki fajny, inteligentny sposób.
5236:  KMM - Jamnik postawi na swoim, tak?
5239:  KMM - Powiesz jamnikowi, że mu nie wolno wejść pod koc, jamnik spojrzy, czy ciebie nie ma i wejdzie ci do wewnątrz poduszki, tak?
5246:  KMM - rozerwie ją i wejdzie do środka, bo on potrzebuje mieć norę.
5249:  KMM - Trudno, nic nie zrobisz z tym, nie jesteś w stanie tego zmienić.
5252:  KMM - I to są najbardziej antysystemowe spośród psów.
5255:  KMM - Bardzo to w nich lubiłem zawsze.
5257:  KMM - Ja lubię, jak zwierzę kombinuje bardzo.
5261:  KMM - A koty dla mnie nie były nigdy interesujące, z tego względu, że kot sobie żyje w swoim świecie i leży sobie, śpi i tak dalej, chce jeść, ewentualnie robię jakieś tam psoty, ale nigdy nie rezonowałem z nimi.
5271:  KMM - Ja zawsze miałem z kotami tak, że...
5274:  KMM - uznawaliśmy wzajemnie niezależność swoich terytoriów.
5277:  KMM - To jest ciekawe, bo zawsze jak wchodzę do jakiegoś mieszkania, gdzie jest pies, to pies do mnie biegnie od razu, pierwszego do mnie spośród wszystkich ludzi, a kot jest z drugiej strony, idzie do innych, ale mnie...
5290:  KMM - I my wiemy, że szanujemy siebie nawzajem, ale tam nie ma miłości.
5294:  KMM - I tam nigdy nie będzie miłości.
5296:  SR - Czyli utożsamiasz się z jamnikami?
5299:  KMM - Jezu, bardzo, absolutnie.
5300:  KMM - Chciałbym strasznie opiekować się jamnikami, przygarnąć jakieś ze schroniska, ale problem polega na tym, że to totalnie nie sprzyja mojemu systemowi i trybowi życia.
5307:  SR - Właśnie miałem pytać, czy ty miałeś kiedyś psa, jakiegoś swojego jamnika?
5310:  KMM - Ja się opiekowałem właśnie jamniczką sąsiadą przez długi czas, to było paręnaście lat, więc stąd w takim prozaicznym sensie się... Czyli od tego się zaczęła twoja miłość do jamników?
5317:  KMM - Czyli poznałem wtedy jamników w ten sposób.
5320:  KMM - Bo stereotyp jest taki, że właśnie one są wredne, nie?
5323:  KMM - A ja wtedy się przekonałem, że dokładnie jest na odwrót.
5326:  KMM - Przezabawny pies.
5327:  S04 - Dzisiaj pamiętam, jak była jakaś... Nie, no ja pamiętam, mają uszy i to... Zobaczcie na ten nos!
5331:  S04 - Zobaczcie na te oczy!
5333:  S04 - Zobaczcie na te uszy, które przykrywają głowę!
5338:  S04 - Oczy!
5338:  S04 - Takie słodkie oczka.
5340:  KMM - Dzisiaj pamiętam, jak była jakaś duża zaspa i ten pies drążył tunele w zaspie, nie?
5345:  KMM - I nagle jest tam... Mieliśmy takie oszklone w domu rodziców, jak jeszcze z nimi mieszkałem.
5351:  KMM - okno, nietypowo, okna zwykle nie są oszklone, chodziło o duże szklane okno, tak, tarasowe, i w którymś momencie widzę, że jak jest tam zaspa tak mniej więcej do połowy tego okna, to tak 30 cm pod spodem nagle się pojawia jamnik, nie?
5366:  KMM - Wydrążył tunel.
5367:  KMM - I ty nie wiesz, co zrobić, tak?
5368:  KMM - No bo otworzysz drzwi, wjedzie ci cała zaspa do domu, ale jamnik też, tak?
5373:  KMM - W związku z tym, no musieliśmy ją jakoś wpuścić, no bo ona się nie miała stamtąd jakby karaskać, tak?
5377:  KMM - No nie możesz zawrócić w tunelu, który wydrążyłeś,
5381:  SR - Ja po prostu uwielbiam to, że ty masz czasami taką manierę opowiadania o właśnie jamnikach.
5386:  SR - Jest tylko jeden mem, który przebija to bardziej dla mnie czasami, czyli Krzysztof pieprzy coś o kubku.
5394:  SR - Na pewno to widziałeś, tak?
5396:  SR - Nie wiem, o co w ogóle tam chodziło.
5398:  KMM - Ja bardzo lubię kubki termiczne, które są niewywracalne.
5401:  KMM - Mam takie dwa kubki, bo ja machnąłbym ręką, dziwię się, że tego nie zrobiłem tutaj, ale ja strąciłem w swoim życiu nieskończoną liczbę szklanek, kubków z stołu i w którymś momencie, jak zamówiłem sobie customową klawiaturę, to stwierdziłem, nie, nie ma takiej możliwości, ja to po prostu zaleję.
5417:  KMM - Nie.
5418:  KMM - I mam taki kubek, że jak pacniesz go, to jest niewywracalny, ale jak chwycisz go w ten sposób, to podciśniesz
5424:  KMM - rośnienie, fizyka, działa.
5428:  KMM - I rzeczywiście, ja potrafię o nich bardzo długo mówić, bo uważam, że to jest świetny produkt.
5432:  KMM - Jestem trochę tak jak Jordan Szlenski, który potrafił długo mówić o papierze toaletowym, który też dla niego był świetnym produktem.
5437:  KMM - Nawiasem mówiąc, po 30 człowiek dobrze potrafi docenić papier toaletowy.
5441:  SR - Zauważyłem, że dużo doceniasz takich rzeczy codziennych, o których bym nawet nie pomyślał często, ale to jest interesujące i widać, że... To jest w sumie dobre podsumowanie, że ty widać, że łapiesz tak życie garściami, tak w pełni, że po prostu...
5454:  SR - Jak widzisz właśnie papier toaletowy, to ty zastanawiasz się nad tym, dlaczego to jest dobry papier toaletowy.
5460:  SR - I to jest coś, czego wiele osób nie robi.
5462:  KMM - Dla mnie najważniejsze jest szczęście.
5464:  KMM - Właśnie nie poczucie szczęśliwości, tylko szczęście.
5466:  KMM - Utrzymanie dużego, wysokiego poziomu szczęścia.
5469:  KMM - Jak ktoś mnie pyta, co napędza mnie, to mnie nie napędzają sukcesy, osiągnięcia żadne.
5475:  KMM - Przykład szybki, gdybym założył sobie,
5477:  KMM - Trzy lata temu założyłem kanał?
5478:  KMM - Nie wiem, właśnie, nie wiem kiedy.
5480:  KMM - Gdybym założył sobie te parę lat temu, jak założyłem kanał, że ja w ciągu dwóch lat muszę zebrać 100 tysięcy subskrypcji, to byłbym frustratem, bo nie mam 100, mam 90.
5489:  KMM - A ja tam czasem jestem zachwycony w ogóle, jak się odkryłem zupełnym przypadkiem na streamie, ktoś mi powiedział, o Krzysztof, wybiło 90.
5495:  KMM - Naprawdę?
5496:  KMM - Ciekawa sprawa.
5497:  KMM - Ucieszyłem się.
5498:  KMM - I wiesz, ale ucieszyłem się i nic z tego nie ma, żadnego obciążenia dla mnie.
5503:  KMM - Nic nie osiągnąłem i niczego nie muszę osiągnąć.
5505:  KMM - Jak sobie założysz, że coś zrobisz, to automatycznie jak to osiągniesz, to masz w głowie myśl, okej, to teraz jest następna rzecz.
5512:  KMM - Next best thing.
5513:  KMM - To jest to, co napędza dobrze korporacje w stylu Apple, ale nie będzie dobrze napędzało człowieka, bo człowiek tak nie funkcjonuje.
5519:  KMM - My mamy w tym świecie określoną liczbę lat do spędzenia, z czego 14 lat spędzamy w edukacji, a potem jeszcze na studiach, jeżeli ktoś pójdzie, to jest 20 lat.
5530:  KMM - Więc już 20 lat spędziliśmy na tym, żeby nie dbać o swoje szczęście.
5534:  KMM - To dużo.
5535:  KMM - A potem, jeżeli ktoś jeszcze pójdzie do pracy...
5538:  KMM - w której nie jest szczęśliwy, no to jest jeszcze gorzej, nie?
5541:  KMM - Więc fajnie jest, żeby nawet na tym etapie właśnie edukacji już dbać o to, żeby była ta równowaga między odpoczynkiem, snem, jakimś zainteresowaniem, kosztem tego wszystkiego.
5551:  KMM - Po co?
5551:  SR - Ludzie często też nie mogą znaleźć szczęścia, bo nie wiedzą, jaki mają cel w życiu.
5555:  SR - I to jest chyba największy problem dzisiejszych czasów.
5557:  KMM - Też nie wiem.
5558:  KMM - Uspokojeć, też nie wiem.
5559:  KMM - I nie ma w tym nic złego.
5561:  KMM - Ja jestem zwolennikiem tego, że powinniśmy mieć chmurę celów różnych.
5564:  SR - O, tak.
5565:  KMM - I one się między sobą jakoś mogą łączyć.
5567:  KMM - No bo na przykład większość ludzi ma taki cel, żeby na przykład przeżyć i opłacić rachunki.
5572:  KMM - I w tym sprzyjać może...
5575:  KMM - zawód wyuczony, ale może też zainteresowanie, prawda?
5579:  KMM - Ja się zawsze interesowałem grafiką, nigdy nie sądziłem, że przyda mi się to w tym, że będę mógł sobie robić sam miniatury na kanał.
5584:  KMM - O, mogę.
5585:  KMM - I to jest kolejna rzecz, na której oszczędzam pieniądze, bo tak to musiał kogoś zapłacić, prawda?
5590:  KMM - Więc zainteresowanie coś mi przyniosło, dzięki temu mogę więcej dla siebie wziąć z tego dochodu, który będzie wtedy z kanału, chociaż głównie mam ze wsparcia, to znaczy u mnie 90...
5600:  KMM - 5% czy 90% dochodu z całego kanału to jest wsparcie społeczności, co też jest fajne, bo motywuje bardzo, ale widzisz, znowu ktoś, kto myślałby o tym w charakterze celu, byłby spanikowany, że Boże drogi, ludzie, zobowiązanie teraz, tak, to ja powiem, co zrobię.
5615:  KMM - Ja wiem, że gdybym powiedział ludziom, że słuchajcie, będziecie mieli teraz co miesiąc to, ja wiem, że ja bym tego nie spełnił, bo ja bym był tak zestresowany,
5623:  KMM - żebym tego nie zrobił.
5624:  KMM - Ja wolę mieć swój własny barometr etyczny w głowie i stwierdzić, nie może być takiej sytuacji, że ty przez miesiąc na przykład nie opublikujesz żadnego filmu.
5631:  KMM - No nie może być takiej sytuacji, bo to nie wypada po prostu.
5635:  KMM - I wolę w ten sposób pracować.
5637:  KMM - A jak będę mieć wenę, to zrobię trzy albo siedem, nie wiem, tak?
5641:  KMM - I często ludzie mnie pytają na przykład, kiedy skończysz stream?
5644:  KMM - Nie wiem.
5645:  KMM - Kiedy będzie następny film?
5646:  KMM - Nie wiem.
5647:  KMM - I to nie jest dlatego, że jestem przewrotny, że troluję, że nie szanuję kogoś, tylko właśnie dlatego, że ja naprawdę nie wiem.
5652:  KMM - Bo przekonałem się o tym, że wtedy pracuję lepiej, jak nie mam celu.
5657:  KMM - Jak mam galaktykę celów, miriady różnych celów, które gdzieś tam w sobie konkurują.
5662:  KMM - Gdzieś mógłbym mieć cel w postaci, na przykład, ciążącej nad każdym, kto pracuje na uczelni habilitacji.
5667:  KMM - Ale jeżeli się zafiksujesz na to za bardzo, to wtedy to zrobisz źle.
5671:  SR - A może to jest po prostu tak, że ludzie szukają jednego konkretnego celu tak, żeby się zaszufladkować jako artysta, jako pisarz, jako CEO, CFO, cokolwiek, żeby mieć to jedną rzecz, która trzyma ich przy życiu, ale właśnie niekoniecznie to im da szczęście, a jak już da im szczęście, to może na pięć lat, a później im się zmieni.
5692:  SR - Może właśnie dlatego ja mam przynajmniej takie podejście, że
5696:  SR - Tak jak powiedziałeś, cel nie musi być jeden.
5698:  SR - To bardziej chodzi o to, że celem powinno być spełnianie swoich marzeń i realizowanie swoich potrzeb, ale w taki sposób, żeby też oczywiście nie krzywdzić innych.
5708:  SR - Tak.
5709:  SR - Ale przy tym właśnie to jest to, co wspominaliśmy wcześniej, że to jest szukanie puzzli do rozwiązania przez całe życie.
5716:  SR - I to jest, myślę, to, co jakby pcha mnie do przodu, ale pewnie też wiele innych osób, które właśnie niekoniecznie muszą mieć, nie wiem, pracę mechanika od ósmej do piętnastej, później oglądanie serialu na przykład, nie?
5728:  KMM - Mówisz, bo to jest wybór między byciem elfem i krasnoludem.
5731:  SR - O!
5731:  KMM - To znaczy elfowie są długowieczni,
5734:  KMM - W związku z powyższym inaczej rozplanowują wszystkie swoje cele życiowe, a krasnoludowie są zabójczy na krótkich dystansach jak gimli, nie?
5741:  KMM - No więc jeżeli ktoś chce być krótkodystansowcem, super, tylko musi pamiętać o tym, że to ma swoją cenę.
5746:  KMM - Cena jest taka, że jak osiągniesz cel, musisz mieć następny i następny i następny i następny i następny i następny, a co jeśli po drodze będzie wypalenie?
5754:  KMM - Wtedy nie osiągniesz tego celu, pojawia się frustracja, a jak się pojawia frustracja, no to teraz możemy recytować ten rym sitów, że frustracja prowadzi do tego i do tego i do tego, gniewu, nienawiści i są problemy.
5768:  KMM - Więc opcja druga jest taka, że mieć długofalowe cele.
5772:  KMM - które są nierealizowane.
5773:  KMM - Totalnie.
5774:  KMM - Potrzebowałoby być dwóch żywotów, żeby to zrealizować.
5776:  KMM - Super, świetnie, dąż do tego.
5778:  KMM - Ale w ramach tego rób sobie wiele innych rzeczy.
5780:  KMM - Właśnie w ramach tej układanki, o której mówisz.
5782:  KMM - Przede wszystkim niech ona nie ma granic, bo to też jest coś, co jest charakterystyczne dla myślenia schematycznego, że nie myślimy poza pudełkiem, że nie mamy odwagi wyjść poza jakąś granicę.
5792:  KMM - Przykład szybki i prosty, myślę.
5794:  KMM - Większość naukowców byłaby skłonna powiedzieć, że jeżeli ktoś ma kanon na YouTubie, to jest influencerem.
5801:  KMM - To jest głupota.
5802:  KMM - Jeżeli jesteś naukowcem i dosłownie co cztery lata masz takie sprawozdanie, gdzie piszesz mój wpływ społeczny, no to twój wpływ społeczny może być taki, że możesz mieć kanał na YouTubie.
5811:  SR - Dzisiaj każdy jest influencerem tak naprawdę.
5813:  KMM - Możesz mieć Instagrama, możesz mieć Facebooka.
5816:  KMM - Mój kolega katedralny profesor Tadeusz Gadarz ma Facebooka, bardzo jest aktywny i dużo ludzi go śledzi.
5821:  KMM - Możesz mieć dowolne medium, w którym się będziesz realizować.
5824:  KMM - I to nie jest żaden problem, ale ludzie myślą schematycznie, w związku z powyższym od razu, wiesz, częste pytanie, które do mnie jest kierowane, właśnie to, że bym zrezygnował z uczelni na rzecz tego, mówię, no nie, bo to jest synergia, tak?
5834:  KMM - To jest tak troszeczkę, jakbym teraz zrezygnował z YouTube'a i ze streamowania, to moja praca akademicka by bardzo ucierpiała, bo nie miałbym wtedy nagranych rozgrywek, które mogę analizować, na przykład.
5844:  KMM - I nie miałbym przemyśleń, które też bardzo często słyszałem, i to jest w ogóle jedna z najmilszych rzeczy, jakie usłyszałem, to były właśnie uwagi od strony uczniów, że im pomogłem w czymś, albo studentów, ale też słyszałem parę razy od strony pracowników akademickich, czego się totalnie nie spodziewałem, że im pomogłem.
5859:  KMM - Więc też by coś ucierpiało, prawda?
5861:  KMM - No i oczywiście ucierpiałbym ja, bo nie miałbym możliwości wyrażania siebie.
5865:  KMM - I tak samo, jakbym zrezygnował z pracy akademickiej, też bym coś ucierpiał, też bym stracił cząstkę siebie.
5869:  KMM - Więc najprostsze rozwiązanie jest takie, żeby właśnie nie rezygnować z niczego, ale równocześnie nie zrobić za dużo we wszystkim.
5875:  KMM - To jest akurat mój błąd, który ja robię stale, więc ja się muszę temperować.
5879:  KMM - I niestety działa to w ten sposób, że muszę czasem powiedzieć komuś, że go zawiodę, że nie napiszę tekstu, który się obiecałem, że napiszę, że nie, nie pojadę na konferencję, nie ma szans, żebym pojechał na ten konwent, nie, nie będę, muszę odpocząć.
5892:  KMM - I dużo ludzi odbiera to jako bucerię.
5895:  KMM - And I don't fucking care.
5897:  KMM - Na tym rzecz polega.
5898:  KMM - To jest najtrudniejsza rzecz, że musimy się nauczyć nie przejmować się tym.
5902:  KMM - Trudno, jeżeli ktoś myśli, że jeżeli zwraca się do drugiego człowieka i on mu odmawia w grzeczny sposób, to dlatego, że nie lubi nas, bo z nami jest problem.
5912:  SR - Znaczy to jest też zasada znana z samolotów między innymi, że jeśli chcesz komuś pomóc, podać mu na przykład maskę do oddychania, to najpierw musisz dać ją sobie.
5923:  SR - I inaczej po prostu nie rozwiążesz niczego, bo po prostu możesz umrzeć.
5927:  KMM - Absolutnie.
5927:  KMM - I to jest, wiesz, rodzic, który jest straumatyzowany, ma depresję, jest zmęczony, nie pomoże swojemu dziecku.
5934:  KMM - Tak samo nauczyciel, który jest niedofinansowany, sfrustrowany, nie pomoże swoim uczniom.
5940:  KMM - I bardzo często też jest to adekwatne odnośnie do naukowców, którzy też, jeżeli za bardzo się zaczynają fiksować na różnych rzeczach i frustrować, no to nie widzą tego, co jest najważniejsze, czyli studentów na przykład w tym przypadku.
5954:  SR - Myślę, że na tym skończymy i mam nadzieję, że faktycznie mogliście przez tę rozmowę dość długo, mam nadzieję, że nie męczącą w żadnym stopniu, poznać Krzysztofa M. Maja, chociaż jak to Oskar mówił na Ciebie, Krzysztofa Maja.
5969:  S04 - Trzeba jakoś ułatwić to, nie?
5972:  SR - Tak, tak, dokładnie.
5973:  SR - Od tej innej strony niż na co dzień.
5975:  SR - No i cóż, dziękuję Ci, Krzysztofie, za to, że wystąpiłeś.
5978:  SR - No i dziękuję Wam za uwagę.
5979:  SR - Do następnego razu.
5981:  KMM - Dzięki serdeczne za zaproszenie.
